"search-number","evaluation","number-of-leaves*","wind-factor*","temperature*","rain-intensity*","sun-intensity*","start-sugar-mean*","start-sugar-stddev*","leaf-display-mode*","num-replicates","best-fitness-so-far"
"1","300","2320","0","21","28","27","30","34","""chlorophyll""","3","2319.6666666666665"
