"search-number","evaluation","evals-requested-so-far","number-of-leaves*","wind-factor*","temperature*","rain-intensity*","sun-intensity*","start-sugar-mean*","start-sugar-stddev*","leaf-display-mode*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","362","450","2453","4","23","4","27","58","9","""sugar""","""1778617888""","1382","1382","1382","0","1382"
"1","363","450","2453","4","23","4","27","58","9","""sugar""","""-89806183""","1368","1368","1368","0","1368"
"1","364","450","2451","4","20","2","59","37","8","""anthocyanin""","""-1791953113""","1342","1342","1342","0","1342"
"1","365","450","2451","4","20","2","59","37","8","""anthocyanin""","""1643742327""","1379","1379","1379","0","1379"
"1","366","450","2451","4","20","2","59","37","8","""anthocyanin""","""1400329492""","1385","1385","1385","0","1385"
"1","367","450","1748","4","20","2","4","37","23","""anthocyanin""","""-639722634""","0","0","0","0","0"
"1","368","450","1748","4","20","2","4","37","23","""anthocyanin""","""-1206681809""","0","0","0","0","0"
"1","369","450","1748","4","20","2","4","37","23","""anthocyanin""","""-1216615418""","0","0","0","0","0"
"1","370","450","401","1","4","24","95","26","16","""anthocyanin""","""-1413610414""","0","0","0","0","0"
"1","371","450","401","1","4","24","95","26","16","""anthocyanin""","""496070253""","0","0","0","0","0"
"1","372","450","401","1","4","24","95","26","16","""anthocyanin""","""-1371532026""","0","0","0","0","0"
"1","373","450","2067","0","16","23","84","75","39","""attachedness""","""-1197675208""","1611","1611","1611","0","1611"
"1","374","450","2067","0","16","23","84","75","39","""attachedness""","""865469594""","1631","1631","1631","0","1631"
"1","375","450","2067","0","16","23","84","75","39","""attachedness""","""610025453""","1621","1621","1621","0","1621"
"1","376","450","820","0","37","0","99","1","46","""carotene""","""-1513059090""","0","0","0","0","0"
"1","377","450","820","0","37","0","99","1","46","""carotene""","""-940909489""","0","0","0","0","0"
"1","378","450","820","0","37","0","99","1","46","""carotene""","""-91922047""","0","0","0","0","0"
"1","379","450","318","0","14","10","57","82","24","""water""","""-49610874""","34","34","34","0","34"
"1","380","450","318","0","14","10","57","82","24","""water""","""1191953192""","36","36","36","0","36"
"1","381","450","318","0","14","10","57","82","24","""water""","""-1531192782""","28","28","28","0","28"
"1","382","450","270","0","16","11","57","82","24","""water""","""82794471""","19","19","19","0","19"
"1","383","450","270","0","16","11","57","82","24","""water""","""-1413149733""","16","16","16","0","16"
"1","384","450","270","0","16","11","57","82","24","""water""","""-1521381875""","14","14","14","0","14"
"1","385","450","1748","4","19","2","36","37","23","""anthocyanin""","""1377433201""","0","0","0","0","0"
"1","386","450","1748","4","19","2","36","37","23","""anthocyanin""","""-204497364""","0","0","0","0","0"
"1","387","450","1748","4","19","2","36","37","23","""anthocyanin""","""2070529590""","0","0","0","0","0"
"1","388","450","1574","6","21","20","80","84","8","""chlorophyll""","""365217500""","0","0","0","0","0"
"1","389","450","1574","6","21","20","80","84","8","""chlorophyll""","""-897783259""","0","0","0","0","0"
"1","390","450","1574","6","21","20","80","84","8","""chlorophyll""","""-1074203749""","0","0","0","0","0"
"1","391","450","704","0","4","5","66","90","0","""carotene""","""1529064897""","655","655","655","0","655"
"1","392","450","704","0","4","5","66","90","0","""carotene""","""1393623528""","668","668","668","0","668"
"1","393","450","704","0","4","5","66","90","0","""carotene""","""1779723230""","670","670","670","0","670"
"1","394","450","306","0","7","19","82","62","50","""water""","""166149585""","294","294","294","0","294"
"1","395","450","306","0","7","19","82","62","50","""water""","""-1264605324""","294","294","294","0","294"
"1","396","450","306","0","7","19","82","62","50","""water""","""-745376781""","299","299","299","0","299"
"1","397","450","381","9","36","8","52","46","46","""anthocyanin""","""84388272""","0","0","0","0","0"
"1","398","450","381","9","36","8","52","46","46","""anthocyanin""","""537552942""","0","0","0","0","0"
"1","399","450","381","9","36","8","52","46","46","""anthocyanin""","""1907516190""","0","0","0","0","0"
"1","400","450","820","0","14","0","0","24","45","""water""","""967364677""","816","816","816","0","816"
"1","401","450","820","0","14","0","0","24","45","""water""","""1221622247""","816","816","816","0","816"
"1","402","450","820","0","14","0","0","24","45","""water""","""1117899129""","819","819","819","0","819"
"1","403","450","1748","4","20","2","59","34","23","""anthocyanin""","""513044086""","1012","1012","1012","0","1012"
"1","404","450","1748","4","20","2","59","34","23","""anthocyanin""","""1538803990""","948","948","948","0","948"
"1","405","450","1748","4","20","2","59","34","23","""anthocyanin""","""1955059827""","1015","1015","1015","0","1015"
"1","406","450","1743","0","7","20","82","62","13","""water""","""417811295""","1743","1743","1743","0","1743"
"1","407","450","1743","0","7","20","82","62","13","""water""","""998853384""","1743","1743","1743","0","1743"
"1","408","450","1743","0","7","20","82","62","13","""water""","""114275978""","1742","1742","1742","0","1742"
