"search-number","evaluation","number-of-leaves*","wind-factor*","temperature*","rain-intensity*","sun-intensity*","start-sugar-mean*","start-sugar-stddev*","leaf-display-mode*","num-replicates","best-fitness-so-far"
"1","408","2067","0","16","24","95","37","16","""anthocyanin""","3","2065"
